tweet_id,tweet_str_id,retweet_from_tweet_str_id,text,hashtags,user_id,original_user_id,created_at,image_url
1161066855039217666,1161066855039217666,1160808134904098816,"RT @RT_com: 3 injured as #Tesla goes up in flames &amp; explodes in #Moscow

https://t.co/H8HLAZzSNE https://t.co/wLWBQRAm7U",Tesla,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:08:04 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160616141556989952/img/DwjgQYUo0nnYrnps.jpg
1161066736151482371,1161066736151482371,1160823235459420161,RT @RT_com: All-Directional Flying Object: Romanian engineers make UFO cinema scenes real https://t.co/XUccUaywS4,None,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:07:36 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160551067773558784/img/TdgM73m1z-att0Sa.jpg
1161066593914429445,1161066593914429445,1160824610629148674,"RT @Reuters: Hong Kong protesters, police play cat and mouse. More here: https://t.co/YWCurmaR4N https://t.co/Pq2pfXQSPK",None,simchaaliyah,Reuters,Tue Aug 13 00:07:02 +0000 2019,http://pbs.twimg.com/media/EBwTpjnU4AADubC.jpg
1161066630849400836,1161066630849400836,1160838333045596160,RT @RT_com: Palestinian worshippers clash with IDF on Eid al-Adha at Al-Aqsa https://t.co/TYSPpsNvur,None,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:07:11 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160568891501883392/img/-TQ8qt0rklxZafcz.jpg
1161065928055857152,1161065928055857152,1160842124495130624,RT @WSJ: Take an early look at the front page of The Wall Street Journal https://t.co/5xQPDPcm8q https://t.co/By1yuHeQ6e,None,MartiKhabre,WSJ,Tue Aug 13 00:04:23 +0000 2019,http://pbs.twimg.com/media/EBwjwfYXUAE4kJK.jpg
1161066653481934849,1161066653481934849,1160855947667005441,"RT @Reuters: 'Be the best,' Naomi Campbell tells Senegal's female basketball stars https://t.co/m8fTNbjVrj",None,africaupdates,Reuters,Tue Aug 13 00:07:16 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1158477204763881474/img/nISTYQtg4-7h3Heo.jpg
1161066197489786880,1161066197489786880,1160871290699440128,RT @Reuters: Presidential hopeful Kamala Harris seeks campaign jolt in pivotal Iowa https://t.co/H7O2SGXsoq https://t.co/ltltbxRBFc,None,KristiRJensen,Reuters,Tue Aug 13 00:05:27 +0000 2019,http://pbs.twimg.com/media/EBw-SX4XkAEMuO6.jpg
1161066579880288257,1161066579880288257,1160899002956750854,RT @RT_com: #Kashmir crisis: Pakistani cleric (&amp; open advocate of bin Laden) declares 'jihad' on #India https://t.co/2WhZfEehP1,Kashmir,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:06:58 +0000 2019,http://pbs.twimg.com/media/EBxoSfhWkAATN8Q.jpg
1161065186431832064,1161065186431832064,1160910061545426946,RT @Forbes: These are the world's best hotel sky bars: https://t.co/vTwpAlW90G https://t.co/8DNfURqUCn,None,flying1,Forbes,Tue Aug 13 00:01:26 +0000 2019,http://pbs.twimg.com/media/EBxhjGYW4AABFaf.jpg
1161066421285244934,1161066421285244934,1160921381137256449,RT @RT_com: Future of education or useless game? https://t.co/qSq0kaXxJk,None,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:06:21 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160909868477366272/img/_TBViezeW5-a1SDK.jpg
1161065210234359809,1161065210234359809,1160931985101086720,RT @MiamiHerald: @AP Trump overhauling enforcement of Endangered Species Act. https://t.co/HvqPQaKGnU https://t.co/ThKpD0tCQO,None,LadieFandom,MiamiHerald,Tue Aug 13 00:01:32 +0000 2019,http://pbs.twimg.com/media/EBx1fCdXkAAXAwx.jpg
1161066881958252544,1161066881958252544,1160936479557767168,RT @RT_com: Ziklag the Biblical - Israeli and Australian archaeologists announce discovery of ancient town https://t.co/ajEDw77XoT,None,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:08:10 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160913306854539267/img/OGxdRt6TkNiXI07K.jpg
1161066011526914048,1161066011526914048,1160936981733363717,"RT @Independent: Burrowing owls discover, and immediately trash, hidden camera that was tracking their movements https://t.co/KiRskvDKdM",None,Cwbean11Wharton,Independent,Tue Aug 13 00:04:43 +0000 2019,http://pbs.twimg.com/media/EBik7T5XoAEVq9p.jpg
1161066228921901056,1161066228921901056,1160944034115809282,RT @RT_com: #Kashmir curfew: Armed police patrol streets of #Srinagar https://t.co/J7aoJh6lVI,Kashmir,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:05:35 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160933814778118147/img/0aDGXinWdZ5Qi7I9.jpg
1161065670693421056,1161065670693421056,1160952332898619397,"RT @Independent: Hong Kong protests bring airport to standstill, grounding all flights https://t.co/8TwQfWD1OV",None,nanalalayaya,Independent,Tue Aug 13 00:03:22 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160935329651666944/img/WppB8MfX_quIBm9z.jpg
1161066788391665664,1161066788391665664,1160959127763296262,"RT @RT_com: Muslim worshippers &amp; Israeli police clash at #Jerusalem holy site 

READ MORE: https://t.co/KfMalZZL4A https://t.co/IhTIXyqTIh",Jerusalem,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:07:48 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160930025551683585/img/vHd1aGilizYAh9g7.jpg
1161067196186914816,1161067196186914816,1160972007275671553,RT @Reuters: British spy agencies see foreign ties intact despite Brexit https://t.co/oRyCRzNlK4 https://t.co/CuIOhS84Pe,None,eggry,Reuters,Tue Aug 13 00:09:25 +0000 2019,http://pbs.twimg.com/media/EByZ42HW4AEUMWN.jpg
1161067551260061696,1161067551260061696,1160972491331899392,RT @CNN: This 9-year-old has built more than 30 mobile games https://t.co/tCta1p2T9Q https://t.co/SYHwQH5HMO,None,Adonisja,CNN,Tue Aug 13 00:10:50 +0000 2019,http://pbs.twimg.com/media/EByWpQHWsAArhmj.jpg
1161066814366834688,1161066814366834688,1160974246191013890,RT @THR: Shari Headley to return for 'Coming to America' sequel https://t.co/y5LuXZp9CD https://t.co/GpIaWCqNTD,None,MarkBreezy,THR,Tue Aug 13 00:07:54 +0000 2019,http://pbs.twimg.com/media/EByb7J1XUAEaQuE.jpg
1161067982795235328,1161067982795235328,1160974246191013890,RT @THR: Shari Headley to return for 'Coming to America' sequel https://t.co/y5LuXZp9CD https://t.co/GpIaWCqNTD,None,MinoSL12,THR,Tue Aug 13 00:12:33 +0000 2019,http://pbs.twimg.com/media/EByb7J1XUAEaQuE.jpg
1161065713311854592,1161065713311854592,1160977040016891904,RT @Reuters: Rite Aid taps healthcare executive as its new CEO https://t.co/GRHnoHWyDj https://t.co/bqMwsN6N8t,None,John_Gatten,Reuters,Tue Aug 13 00:03:32 +0000 2019,http://pbs.twimg.com/media/EByedznXUAAX-5q.jpg
1161066915978047488,1161066915978047488,1160980601467539458,RT @business: JUST IN: The U.S. budget deficit already exceeds last year’s total figure https://t.co/oLr34HFLj0 https://t.co/epQYM5OrXr,None,JakeKaney,business,Tue Aug 13 00:08:19 +0000 2019,http://pbs.twimg.com/media/EByhtFVWwAI-DjB.png
1161067473959038977,1161067473959038977,1160980601467539458,RT @business: JUST IN: The U.S. budget deficit already exceeds last year’s total figure https://t.co/oLr34HFLj0 https://t.co/epQYM5OrXr,None,e_dauph,business,Tue Aug 13 00:10:32 +0000 2019,http://pbs.twimg.com/media/EByhtFVWwAI-DjB.png
1161066461860810752,1161066461860810752,1160984293570686976,RT @Reuters: .@Nespresso puts the cycling in recycling with a new bike made from used aluminum coffee capsules https://t.co/zhOdyxPBBB,None,Ante31670102,Reuters,Tue Aug 13 00:06:30 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160969149587365888/img/t4fgXSNFDW7vp69s.jpg
1161066705482706944,1161066705482706944,1160987217604567041,RT @Reuters: Scientists hail promise of first effective Ebola treatments in Congo trial https://t.co/wDqKpqjQ47 https://t.co/OgOuJA3YJE,None,neil_bodie,Reuters,Tue Aug 13 00:07:28 +0000 2019,http://pbs.twimg.com/media/EBynuNNX4AAcheS.jpg
1161066846679982080,1161066846679982080,1160996876138635265,RT @RT_com: The 11-year-old king of keepie-uppies https://t.co/51zscstGs7,None,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:08:02 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160956939209269248/img/xLxhQMHC5Lk56rcK.jpg
1161066962233044993,1161066962233044993,1161004429539078144,RT @RT_com: Starting the working week be like https://t.co/OZbQqYp90i,None,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:08:30 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160957140816801793/img/yG-tNmD_Ve3PG5M1.jpg
1161065605488713728,1161065605488713728,1161012427229749248,"RT @Reuters: Canada's Trudeau extremely concerned about Hong Kong, urges China to be careful https://t.co/FPGtRfLYFy https://t.co/K59DGoEfTs",None,bkindngood,Reuters,Tue Aug 13 00:03:06 +0000 2019,http://pbs.twimg.com/media/EBy-pmmXUAEcRSr.jpg
1161066085401206784,1161066085401206784,1161012427229749248,"RT @Reuters: Canada's Trudeau extremely concerned about Hong Kong, urges China to be careful https://t.co/FPGtRfLYFy https://t.co/K59DGoEfTs",None,rm1268,Reuters,Tue Aug 13 00:05:00 +0000 2019,http://pbs.twimg.com/media/EBy-pmmXUAEcRSr.jpg
1161067063265247233,1161067063265247233,1161012427229749248,"RT @Reuters: Canada's Trudeau extremely concerned about Hong Kong, urges China to be careful https://t.co/FPGtRfLYFy https://t.co/K59DGoEfTs",None,kam_manho,Reuters,Tue Aug 13 00:08:54 +0000 2019,http://pbs.twimg.com/media/EBy-pmmXUAEcRSr.jpg
1161067646453866496,1161067646453866496,1161012427229749248,"RT @Reuters: Canada's Trudeau extremely concerned about Hong Kong, urges China to be careful https://t.co/FPGtRfLYFy https://t.co/K59DGoEfTs",None,RamyInocencio,Reuters,Tue Aug 13 00:11:13 +0000 2019,http://pbs.twimg.com/media/EBy-pmmXUAEcRSr.jpg
1161064995599376384,1161064995599376384,1161013682345828354,RT @USATODAY: Watch these T-Rexes sprint around a race track! 🦖🦖🦖 https://t.co/38jIRkFB2j,None,ChrisFordeRadio,USATODAY,Tue Aug 13 00:00:41 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160978668489007104/img/WwHddpZN-0kSpgaq.jpg
1161066746264150017,1161066746264150017,1161019525581508608,RT @RT_com: Future of education or useless game? https://t.co/jHLbjU2MVE,None,Mt1MKioJSx4Ici2,RT_com,Tue Aug 13 00:07:38 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160909868477366272/img/_TBViezeW5-a1SDK.jpg
1161065025039216640,1161065025039216640,1161022718638092288,RT @business: Saudi prince’s rise to power turns him into a billionaire boss https://t.co/D1mZsZBOVd via @tictoc https://t.co/NkWln8EBPU,None,Trader0Khalid,business,Tue Aug 13 00:00:48 +0000 2019,http://pbs.twimg.com/media/EBzIAQXUYAApiM5.jpg
1161067840465588224,1161067840465588224,1161034626862735361,"RT @RT_com: Tons of rotting sargassum seaweed swamping Yucatan beaches, #Mexico https://t.co/8Jxv7PSScp",Mexico,NoEasyBrushOff,RT_com,Tue Aug 13 00:11:59 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160909542248652802/img/-MWtdaYEwa1RlhQR.jpg
1161066317916594182,1161066317916594182,1161044691451879424,RT @Reuters: This hairdresser creates artworks using her clients' hair trimmings https://t.co/vvTXXeZuqp,None,musingsofthesea,Reuters,Tue Aug 13 00:05:56 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1161015563612827649/img/qy3OlGCdenzZw50y.jpg
1161067887181742085,1161067887181742085,1161044691451879424,RT @Reuters: This hairdresser creates artworks using her clients' hair trimmings https://t.co/vvTXXeZuqp,None,xingzhengyan031,Reuters,Tue Aug 13 00:12:10 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1161015563612827649/img/qy3OlGCdenzZw50y.jpg
1161067899332595712,1161067899332595712,1161044691451879424,RT @Reuters: This hairdresser creates artworks using her clients' hair trimmings https://t.co/vvTXXeZuqp,None,MarcoNavarroLor,Reuters,Tue Aug 13 00:12:13 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1161015563612827649/img/qy3OlGCdenzZw50y.jpg
1161066439010324480,1161066439010324480,1161049726860460032,RT @Reuters: Woodstock’s album-cover couple still going strong 50 years later https://t.co/avuSc2ryDf https://t.co/U9OOxQPwMi,None,tausendeins,Reuters,Tue Aug 13 00:06:25 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160924721329967105/img/k2Kad15t0HJuwzM-.jpg
1161067547946639361,1161067547946639361,1161049726860460032,RT @Reuters: Woodstock’s album-cover couple still going strong 50 years later https://t.co/avuSc2ryDf https://t.co/U9OOxQPwMi,None,MigsTrader,Reuters,Tue Aug 13 00:10:49 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160924721329967105/img/k2Kad15t0HJuwzM-.jpg
1161064972778188802,1161064972778188802,1161051989377245184,RT @CNBC: This car goes 300 miles an hour and costs $3 million. https://t.co/tKHK2gIvBC https://t.co/qRfeXb85Hn,None,YakasaiSadik,CNBC,Tue Aug 13 00:00:35 +0000 2019,http://pbs.twimg.com/media/D4dVaJhXsAEx5V5.jpg
1161064842310115334,1161064842310115334,1161055013340360705,RT @Forbes: Here’s what to do—and where to stay—in Portugal's capital city: https://t.co/58U01VStE9 #ForbesFinds https://t.co/ayk4SidZMm,ForbesFinds,KimKatrall,Forbes,Tue Aug 13 00:00:04 +0000 2019,http://pbs.twimg.com/media/EBzlYbOXoAAZ5tZ.jpg
1161065440241602561,1161065440241602561,1161055013340360705,RT @Forbes: Here’s what to do—and where to stay—in Portugal's capital city: https://t.co/58U01VStE9 #ForbesFinds https://t.co/ayk4SidZMm,ForbesFinds,Winarasidi_,Forbes,Tue Aug 13 00:02:27 +0000 2019,http://pbs.twimg.com/media/EBzlYbOXoAAZ5tZ.jpg
1161067460763815937,1161067460763815937,1161055013340360705,RT @Forbes: Here’s what to do—and where to stay—in Portugal's capital city: https://t.co/58U01VStE9 #ForbesFinds https://t.co/ayk4SidZMm,ForbesFinds,roioverload,Forbes,Tue Aug 13 00:10:28 +0000 2019,http://pbs.twimg.com/media/EBzlYbOXoAAZ5tZ.jpg
1161065937472147456,1161065937472147456,1161057274682642438,RT @RT_com: Meanwhile in #Bavaria: Teams flock to river Rednitz for race in pig troughs https://t.co/6HpTr2MACQ,Bavaria,PhilDeCarolis,RT_com,Tue Aug 13 00:04:25 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160956980120444928/img/-3qVqNIeY0VUfIcQ.jpg
1161066071790641159,1161066071790641159,1161057297604460546,"RT @Reuters: Colombia fines Uber more than $629,000 for obstructing regulatory visit https://t.co/PzFiKTNwxP https://t.co/7AGJqcxATd",None,luciogoes,Reuters,Tue Aug 13 00:04:57 +0000 2019,http://pbs.twimg.com/media/EBzndavXkAUnRXs.jpg
1161067438806568960,1161067438806568960,1161057297604460546,"RT @Reuters: Colombia fines Uber more than $629,000 for obstructing regulatory visit https://t.co/PzFiKTNwxP https://t.co/7AGJqcxATd",None,Canadaattorney,Reuters,Tue Aug 13 00:10:23 +0000 2019,http://pbs.twimg.com/media/EBzndavXkAUnRXs.jpg
1161065646664425472,1161065646664425472,1161059502030036992,RT @Reuters: Canada boosts provincial legal aid for asylum claims amid funding disagreement https://t.co/A64P25HGrv https://t.co/4ef0BTY53E,None,CuriousCat1950,Reuters,Tue Aug 13 00:03:16 +0000 2019,http://pbs.twimg.com/media/EBzpdrRXsAEtzYR.jpg
1161066919325134848,1161066919325134848,1161059502030036992,RT @Reuters: Canada boosts provincial legal aid for asylum claims amid funding disagreement https://t.co/A64P25HGrv https://t.co/4ef0BTY53E,None,1chefdiva,Reuters,Tue Aug 13 00:08:19 +0000 2019,http://pbs.twimg.com/media/EBzpdrRXsAEtzYR.jpg
1161066416671322113,1161066416671322113,1161060418384781312,"RT @THR: Edward Lewis, producer of 'Spartacus,' 'Missing' and 'Grand Prix,' dies at 99 https://t.co/cq5QyyIF1g https://t.co/qqaktIGhE5",None,1chefdiva,THR,Tue Aug 13 00:06:19 +0000 2019,http://pbs.twimg.com/media/EBzqTB3XsAAxN-I.png
1161067869461000192,1161067869461000192,1161060418384781312,"RT @THR: Edward Lewis, producer of 'Spartacus,' 'Missing' and 'Grand Prix,' dies at 99 https://t.co/cq5QyyIF1g https://t.co/qqaktIGhE5",None,bad_rzn,THR,Tue Aug 13 00:12:06 +0000 2019,http://pbs.twimg.com/media/EBzqTB3XsAAxN-I.png
1161064853802508288,1161064853802508288,1161061059320586245,RT @YahooNews: Man kidnapped as baby reunites with rescuing FBI agent https://t.co/qIienB8dn8 https://t.co/NZDDjTNcBu,None,BevVincent,YahooNews,Tue Aug 13 00:00:07 +0000 2019,http://pbs.twimg.com/media/EBzq4W-WkAAUw56.jpg
1161067087936270337,1161067087936270337,1161061059320586245,RT @YahooNews: Man kidnapped as baby reunites with rescuing FBI agent https://t.co/qIienB8dn8 https://t.co/NZDDjTNcBu,None,bad_rzn,YahooNews,Tue Aug 13 00:09:00 +0000 2019,http://pbs.twimg.com/media/EBzq4W-WkAAUw56.jpg
1161065001773199360,1161065001773199360,1161062637934919681,"RT @Reuters: Gold gains as equities slip on trade woes, growth concerns https://t.co/BM1lDKl3OO https://t.co/FM3vSaJobA",None,CommunistPeter,Reuters,Tue Aug 13 00:00:42 +0000 2019,http://pbs.twimg.com/media/EBzsUPTXsAA5tAX.jpg
1161065476878942209,1161065476878942209,1161062637934919681,"RT @Reuters: Gold gains as equities slip on trade woes, growth concerns https://t.co/BM1lDKl3OO https://t.co/FM3vSaJobA",None,getrdun2,Reuters,Tue Aug 13 00:02:35 +0000 2019,http://pbs.twimg.com/media/EBzsUPTXsAA5tAX.jpg
1161066466650705920,1161066466650705920,1161062734072442885,RT @THR: All the stars who road off on surfboards at the #TeenChoiceAwards https://t.co/PxD9xz0mFM #THRNews https://t.co/iMhXvVxtvM,TeenChoiceAwards,retromcguire812,THR,Tue Aug 13 00:06:31 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1161061306729766912/img/LcsAEKhMNdnUDUNe.jpg
1161067066604118016,1161067066604118016,1161062734072442885,RT @THR: All the stars who road off on surfboards at the #TeenChoiceAwards https://t.co/PxD9xz0mFM #THRNews https://t.co/iMhXvVxtvM,TeenChoiceAwards,DeleaSammy,THR,Tue Aug 13 00:08:54 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1161061306729766912/img/LcsAEKhMNdnUDUNe.jpg
1161068104597659648,1161068104597659648,1161062734072442885,RT @THR: All the stars who road off on surfboards at the #TeenChoiceAwards https://t.co/PxD9xz0mFM #THRNews https://t.co/iMhXvVxtvM,TeenChoiceAwards,9WFmAFb4nRGnFUS,THR,Tue Aug 13 00:13:02 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1161061306729766912/img/LcsAEKhMNdnUDUNe.jpg
1161065317075947520,1161065317075947520,1161064435928244224,"RT @Reuters: Factbox: Argentina's Fernandez could review IMF deal, impose capital controls https://t.co/c8wTQ2msvt https://t.co/7aCb1GPd15",None,falconhamada_90,Reuters,Tue Aug 13 00:01:57 +0000 2019,http://pbs.twimg.com/media/EBzt852WwAAJS55.jpg
1161065357467164673,1161065357467164673,1161064435928244224,"RT @Reuters: Factbox: Argentina's Fernandez could review IMF deal, impose capital controls https://t.co/c8wTQ2msvt https://t.co/7aCb1GPd15",None,adi7anand,Reuters,Tue Aug 13 00:02:07 +0000 2019,http://pbs.twimg.com/media/EBzt852WwAAJS55.jpg
1161065199945879557,1161065199945879557,1161064825713283072,RT @RT_com: Will of the people: How SUPER are the 'superdelegates'? https://t.co/gNQ2ZgbpzE,None,postalfox0520,RT_com,Tue Aug 13 00:01:29 +0000 2019,http://pbs.twimg.com/media/EByH2BTW4AAOK2t.jpg
1161065277007814659,1161065277007814659,1161064825713283072,RT @RT_com: Will of the people: How SUPER are the 'superdelegates'? https://t.co/gNQ2ZgbpzE,None,Gerlee55388638,RT_com,Tue Aug 13 00:01:48 +0000 2019,http://pbs.twimg.com/media/EByH2BTW4AAOK2t.jpg
1161066064790339589,1161066064790339589,1161064825713283072,RT @RT_com: Will of the people: How SUPER are the 'superdelegates'? https://t.co/gNQ2ZgbpzE,None,TrustyGordon,RT_com,Tue Aug 13 00:04:56 +0000 2019,http://pbs.twimg.com/media/EByH2BTW4AAOK2t.jpg
1161066147946434560,1161066147946434560,1161064825713283072,RT @RT_com: Will of the people: How SUPER are the 'superdelegates'? https://t.co/gNQ2ZgbpzE,None,PhilDeCarolis,RT_com,Tue Aug 13 00:05:15 +0000 2019,http://pbs.twimg.com/media/EByH2BTW4AAOK2t.jpg
1161067276914831360,1161067276914831360,1161064825713283072,RT @RT_com: Will of the people: How SUPER are the 'superdelegates'? https://t.co/gNQ2ZgbpzE,None,HusseinMalek0,RT_com,Tue Aug 13 00:09:45 +0000 2019,http://pbs.twimg.com/media/EByH2BTW4AAOK2t.jpg
1161068138055852035,1161068138055852035,1161064825713283072,RT @RT_com: Will of the people: How SUPER are the 'superdelegates'? https://t.co/gNQ2ZgbpzE,None,idreamofanarchy,RT_com,Tue Aug 13 00:13:10 +0000 2019,http://pbs.twimg.com/media/EByH2BTW4AAOK2t.jpg
1161065553517264896,1161065553517264896,1161065324772581376,RT @Reuters: Brazil prosecutors seek to bar Bolsonaro's son as envoy to U.S. https://t.co/vhFA41WDvC https://t.co/pv4BxH4GRw,None,falconhamada_90,Reuters,Tue Aug 13 00:02:54 +0000 2019,http://pbs.twimg.com/media/EBzuwqHXYAYyPLi.jpg
1161065902126899201,1161065902126899201,1161065324772581376,RT @Reuters: Brazil prosecutors seek to bar Bolsonaro's son as envoy to U.S. https://t.co/vhFA41WDvC https://t.co/pv4BxH4GRw,None,Kande6318,Reuters,Tue Aug 13 00:04:17 +0000 2019,http://pbs.twimg.com/media/EBzuwqHXYAYyPLi.jpg
1161067161022095361,1161067161022095361,1161065324772581376,RT @Reuters: Brazil prosecutors seek to bar Bolsonaro's son as envoy to U.S. https://t.co/vhFA41WDvC https://t.co/pv4BxH4GRw,None,gramscista,Reuters,Tue Aug 13 00:09:17 +0000 2019,http://pbs.twimg.com/media/EBzuwqHXYAYyPLi.jpg
1161067425208709123,1161067425208709123,1161065324772581376,RT @Reuters: Brazil prosecutors seek to bar Bolsonaro's son as envoy to U.S. https://t.co/vhFA41WDvC https://t.co/pv4BxH4GRw,None,saragon,Reuters,Tue Aug 13 00:10:20 +0000 2019,http://pbs.twimg.com/media/EBzuwqHXYAYyPLi.jpg
1161067663411601410,1161067663411601410,1161065324772581376,RT @Reuters: Brazil prosecutors seek to bar Bolsonaro's son as envoy to U.S. https://t.co/vhFA41WDvC https://t.co/pv4BxH4GRw,None,daysecoficial,Reuters,Tue Aug 13 00:11:17 +0000 2019,http://pbs.twimg.com/media/EBzuwqHXYAYyPLi.jpg
1161067805975961600,1161067805975961600,1161065324772581376,RT @Reuters: Brazil prosecutors seek to bar Bolsonaro's son as envoy to U.S. https://t.co/vhFA41WDvC https://t.co/pv4BxH4GRw,None,luciogoes,Reuters,Tue Aug 13 00:11:51 +0000 2019,http://pbs.twimg.com/media/EBzuwqHXYAYyPLi.jpg
1161066829646745600,1161066829646745600,1161066082528059394,RT @Reuters: 24 teams of amateur players assembled to compete in 'swamp soccer' https://t.co/ROAH3xxk4J,None,Atmoz5,Reuters,Tue Aug 13 00:07:58 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160874059158163456/img/8UoMaaMIfJLspPeM.jpg
1161066940313559046,1161066940313559046,1161066082528059394,RT @Reuters: 24 teams of amateur players assembled to compete in 'swamp soccer' https://t.co/ROAH3xxk4J,None,shasmull,Reuters,Tue Aug 13 00:08:24 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160874059158163456/img/8UoMaaMIfJLspPeM.jpg
1161067508230529026,1161067508230529026,1161066082528059394,RT @Reuters: 24 teams of amateur players assembled to compete in 'swamp soccer' https://t.co/ROAH3xxk4J,None,Bolor90790070,Reuters,Tue Aug 13 00:10:40 +0000 2019,http://pbs.twimg.com/amplify_video_thumb/1160874059158163456/img/8UoMaaMIfJLspPeM.jpg
